Sequential,Short,Long,DataPackfile,Profiletable,Columnheadingdescriptioninprofile
G3535,A15_24_UOLSE_PinE_NS_11_15,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 15-24 YEARS
G3536,A15_24_UOLSE_PinE_NS_16,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 15-24 YEARS
G3537,A15_24_UOLSE_PinE_NS_17,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 15-24 YEARS
G3538,A15_24_UOLSE_PinE_NS_18,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 15-24 YEARS
G3539,A15_24_UOLSE_PinE_NS_19,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 15-24 YEARS
G3540,A15_24_UOLSE_PinE_NS_20,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 15-24 YEARS
G3541,A15_24_UOLSE_PinE_NS_21,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 15-24 YEARS
G3542,A15_24_UOLSE_PinE_NS_YNS,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 15-24 YEARS
G3543,A15_24_UOLSE_PinE_NS_T,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Total,G11A,G11a,Total|AGED 15-24 YEARS
G3544,A15_24_UOLSE_T_B_05,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 15-24 YEARS
G3545,A15_24_UOLSE_T_05_10,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 15-24 YEARS
G3546,A15_24_UOLSE_T_11_15,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 15-24 YEARS
G3547,A15_24_UOLSE_T_16,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 15-24 YEARS
G3548,A15_24_UOLSE_T_17,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 15-24 YEARS
G3549,A15_24_UOLSE_T_18,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 15-24 YEARS
G3550,A15_24_UOLSE_T_19,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 15-24 YEARS
G3551,A15_24_UOLSE_T_20,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 15-24 YEARS
G3552,A15_24_UOLSE_T_21,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 15-24 YEARS
G3553,A15_24_UOLSE_T_YNS,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 15-24 YEARS
G3554,A15_24_UOLSE_T_T,AGED_15_24_YEARS_Uses_other_language_and_speaks_English_Total_Total,G11A,G11a,Total|AGED 15-24 YEARS
G3555,A15_24_L_PinE_NS_B_05,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 15-24 YEARS
G3556,A15_24_L_PinE_NS_05_10,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 15-24 YEARS
G3557,A15_24_L_PinE_NS_11_15,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 15-24 YEARS
G3558,A15_24_L_PinE_NS_16,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 15-24 YEARS
G3559,A15_24_L_PinE_NS_17,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 15-24 YEARS
G3560,A15_24_L_PinE_NS_18,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 15-24 YEARS
G3561,A15_24_L_PinE_NS_19,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 15-24 YEARS
G3562,A15_24_L_PinE_NS_20,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 15-24 YEARS
G3563,A15_24_L_PinE_NS_21,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 15-24 YEARS
G3564,A15_24_L_PinE_NS_YNS,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 15-24 YEARS
G3565,A15_24_L_PinE_NS_T,AGED_15_24_YEARS_Language_and_proficiency_in_English_not_stated_Total,G11A,G11a,Total|AGED 15-24 YEARS
G3566,A15_24_T_B_05,AGED_15_24_YEARS_Total_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 15-24 YEARS
G3567,A15_24_T_05_10,AGED_15_24_YEARS_Total_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 15-24 YEARS
G3568,A15_24_T_11_15,AGED_15_24_YEARS_Total_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 15-24 YEARS
G3569,A15_24_T_16,AGED_15_24_YEARS_Total_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 15-24 YEARS
G3570,A15_24_T_17,AGED_15_24_YEARS_Total_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 15-24 YEARS
G3571,A15_24_T_18,AGED_15_24_YEARS_Total_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 15-24 YEARS
G3572,A15_24_T_19,AGED_15_24_YEARS_Total_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 15-24 YEARS
G3573,A15_24_T_20,AGED_15_24_YEARS_Total_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 15-24 YEARS
G3574,A15_24_T_21,AGED_15_24_YEARS_Total_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 15-24 YEARS
G3575,A15_24_T_YNS,AGED_15_24_YEARS_Total_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 15-24 YEARS
G3576,A15_24_T_T,AGED_15_24_YEARS_Total_Total,G11A,G11a,Total|AGED 15-24 YEARS
G3577,A25_34_SEO_B_05,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3578,A25_34_SEO_05_10,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3579,A25_34_SEO_11_15,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3580,A25_34_SEO_16,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3581,A25_34_SEO_17,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3582,A25_34_SEO_18,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3583,A25_34_SEO_19,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3584,A25_34_SEO_20,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3585,A25_34_SEO_21,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3586,A25_34_SEO_YNS,AGED_25_34_YEARS_Speaks_English_only_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3587,A25_34_SEO_T,AGED_25_34_YEARS_Speaks_English_only_Total,G11A,G11a,Total|AGED 25-34 YEARS
G3588,A25_34_UOLSE_VWW_B_05,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3589,A25_34_UOLSE_VWW_05_10,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3590,A25_34_UOLSE_VWW_11_15,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3591,A25_34_UOLSE_VWW_16,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3592,A25_34_UOLSE_VWW_17,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3593,A25_34_UOLSE_VWW_18,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3594,A25_34_UOLSE_VWW_19,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3595,A25_34_UOLSE_VWW_20,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3596,A25_34_UOLSE_VWW_21,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3597,A25_34_UOLSE_VWW_YNS,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3598,A25_34_UOLSE_VWW_T,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Total,G11A,G11a,Total|AGED 25-34 YEARS
G3599,A25_34_UOLSE_NWNAA_B_05,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3600,A25_34_UOLSE_NWNAA_05_10,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3601,A25_34_UOLSE_NWNAA_11_15,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3602,A25_34_UOLSE_NWNAA_16,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3603,A25_34_UOLSE_NWNAA_17,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3604,A25_34_UOLSE_NWNAA_18,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3605,A25_34_UOLSE_NWNAA_19,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3606,A25_34_UOLSE_NWNAA_20,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3607,A25_34_UOLSE_NWNAA_21,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3608,A25_34_UOLSE_NWNAA_YNS,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3609,A25_34_UOLSE_NWNAA_T,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Total,G11A,G11a,Total|AGED 25-34 YEARS
G3610,A25_34_UOLSE_PinE_NS_B_05,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3611,A25_34_UOLSE_PinE_NS_05_10,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3612,A25_34_UOLSE_PinE_NS_11_15,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2011_2015,G11A,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3613,A25_34_UOLSE_PinE_NS_16,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2016,G11A,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3614,A25_34_UOLSE_PinE_NS_17,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2017,G11A,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3615,A25_34_UOLSE_PinE_NS_18,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2018,G11A,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3616,A25_34_UOLSE_PinE_NS_19,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2019,G11A,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3617,A25_34_UOLSE_PinE_NS_20,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2020,G11A,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3618,A25_34_UOLSE_PinE_NS_21,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_2021,G11A,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3619,A25_34_UOLSE_PinE_NS_YNS,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Year_of_arrival_Not_stated,G11A,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3620,A25_34_UOLSE_PinE_NS_T,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Proficiency_in_English_not_stated_Total,G11A,G11a,Total|AGED 25-34 YEARS
G3621,A25_34_UOLSE_T_B_05,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_Before_2005,G11A,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3622,A25_34_UOLSE_T_05_10,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2005_2010,G11A,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3623,A25_34_UOLSE_T_11_15,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2011_2015,G11B,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3624,A25_34_UOLSE_T_16,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2016,G11B,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3625,A25_34_UOLSE_T_17,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2017,G11B,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3626,A25_34_UOLSE_T_18,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2018,G11B,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3627,A25_34_UOLSE_T_19,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2019,G11B,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3628,A25_34_UOLSE_T_20,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2020,G11B,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3629,A25_34_UOLSE_T_21,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_2021,G11B,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3630,A25_34_UOLSE_T_YNS,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Year_of_arrival_Not_stated,G11B,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3631,A25_34_UOLSE_T_T,AGED_25_34_YEARS_Uses_other_language_and_speaks_English_Total_Total,G11B,G11a,Total|AGED 25-34 YEARS
G3632,A25_34_L_PinE_NS_B_05,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_Before_2005,G11B,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3633,A25_34_L_PinE_NS_05_10,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2005_2010,G11B,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3634,A25_34_L_PinE_NS_11_15,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2011_2015,G11B,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3635,A25_34_L_PinE_NS_16,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2016,G11B,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3636,A25_34_L_PinE_NS_17,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2017,G11B,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3637,A25_34_L_PinE_NS_18,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2018,G11B,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3638,A25_34_L_PinE_NS_19,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2019,G11B,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3639,A25_34_L_PinE_NS_20,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2020,G11B,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3640,A25_34_L_PinE_NS_21,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_2021,G11B,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3641,A25_34_L_PinE_NS_YNS,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Year_of_arrival_Not_stated,G11B,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3642,A25_34_L_PinE_NS_T,AGED_25_34_YEARS_Language_and_proficiency_in_English_not_stated_Total,G11B,G11a,Total|AGED 25-34 YEARS
G3643,A25_34_T_B_05,AGED_25_34_YEARS_Total_Year_of_arrival_Before_2005,G11B,G11a,Year of arrival: Before_2005|AGED 25-34 YEARS
G3644,A25_34_T_05_10,AGED_25_34_YEARS_Total_Year_of_arrival_2005_2010,G11B,G11a,Year of arrival: 2005_2010|AGED 25-34 YEARS
G3645,A25_34_T_11_15,AGED_25_34_YEARS_Total_Year_of_arrival_2011_2015,G11B,G11a,Year of arrival: 2011_2015|AGED 25-34 YEARS
G3646,A25_34_T_16,AGED_25_34_YEARS_Total_Year_of_arrival_2016,G11B,G11a,Year of arrival: 2016|AGED 25-34 YEARS
G3647,A25_34_T_17,AGED_25_34_YEARS_Total_Year_of_arrival_2017,G11B,G11a,Year of arrival: 2017|AGED 25-34 YEARS
G3648,A25_34_T_18,AGED_25_34_YEARS_Total_Year_of_arrival_2018,G11B,G11a,Year of arrival: 2018|AGED 25-34 YEARS
G3649,A25_34_T_19,AGED_25_34_YEARS_Total_Year_of_arrival_2019,G11B,G11a,Year of arrival: 2019|AGED 25-34 YEARS
G3650,A25_34_T_20,AGED_25_34_YEARS_Total_Year_of_arrival_2020,G11B,G11a,Year of arrival: 2020|AGED 25-34 YEARS
G3651,A25_34_T_21,AGED_25_34_YEARS_Total_Year_of_arrival_2021,G11B,G11a,Year of arrival: 2021|AGED 25-34 YEARS
G3652,A25_34_T_YNS,AGED_25_34_YEARS_Total_Year_of_arrival_Not_stated,G11B,G11a,Year of arrival: Not stated|AGED 25-34 YEARS
G3653,A25_34_T_T,AGED_25_34_YEARS_Total_Total,G11B,G11a,Total|AGED 25-34 YEARS
G3654,A35_44_SEO_B_05,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_Before_2005,G11B,G11a,Year of arrival: Before_2005|AGED 35-44 YEARS
G3655,A35_44_SEO_05_10,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2005_2010,G11B,G11a,Year of arrival: 2005_2010|AGED 35-44 YEARS
G3656,A35_44_SEO_11_15,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2011_2015,G11B,G11a,Year of arrival: 2011_2015|AGED 35-44 YEARS
G3657,A35_44_SEO_16,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2016,G11B,G11a,Year of arrival: 2016|AGED 35-44 YEARS
G3658,A35_44_SEO_17,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2017,G11B,G11a,Year of arrival: 2017|AGED 35-44 YEARS
G3659,A35_44_SEO_18,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2018,G11B,G11a,Year of arrival: 2018|AGED 35-44 YEARS
G3660,A35_44_SEO_19,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2019,G11B,G11a,Year of arrival: 2019|AGED 35-44 YEARS
G3661,A35_44_SEO_20,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2020,G11B,G11a,Year of arrival: 2020|AGED 35-44 YEARS
G3662,A35_44_SEO_21,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_2021,G11B,G11a,Year of arrival: 2021|AGED 35-44 YEARS
G3663,A35_44_SEO_YNS,AGED_35_44_YEARS_Speaks_English_only_Year_of_arrival_Not_stated,G11B,G11a,Year of arrival: Not stated|AGED 35-44 YEARS
G3664,A35_44_SEO_T,AGED_35_44_YEARS_Speaks_English_only_Total,G11B,G11a,Total|AGED 35-44 YEARS
G3665,A35_44_UOLSE_VWW_B_05,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_Before_2005,G11B,G11a,Year of arrival: Before_2005|AGED 35-44 YEARS
G3666,A35_44_UOLSE_VWW_05_10,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2005_2010,G11B,G11a,Year of arrival: 2005_2010|AGED 35-44 YEARS
G3667,A35_44_UOLSE_VWW_11_15,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2011_2015,G11B,G11a,Year of arrival: 2011_2015|AGED 35-44 YEARS
G3668,A35_44_UOLSE_VWW_16,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2016,G11B,G11a,Year of arrival: 2016|AGED 35-44 YEARS
G3669,A35_44_UOLSE_VWW_17,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2017,G11B,G11a,Year of arrival: 2017|AGED 35-44 YEARS
G3670,A35_44_UOLSE_VWW_18,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2018,G11B,G11a,Year of arrival: 2018|AGED 35-44 YEARS
G3671,A35_44_UOLSE_VWW_19,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2019,G11B,G11a,Year of arrival: 2019|AGED 35-44 YEARS
G3672,A35_44_UOLSE_VWW_20,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2020,G11B,G11a,Year of arrival: 2020|AGED 35-44 YEARS
G3673,A35_44_UOLSE_VWW_21,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_2021,G11B,G11a,Year of arrival: 2021|AGED 35-44 YEARS
G3674,A35_44_UOLSE_VWW_YNS,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Year_of_arrival_Not_stated,G11B,G11a,Year of arrival: Not stated|AGED 35-44 YEARS
G3675,A35_44_UOLSE_VWW_T,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Very_well_or_well_Total,G11B,G11a,Total|AGED 35-44 YEARS
G3676,A35_44_UOLSE_NWNAA_B_05,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_Before_2005,G11B,G11a,Year of arrival: Before_2005|AGED 35-44 YEARS
G3677,A35_44_UOLSE_NWNAA_05_10,AGED_35_44_YEARS_Uses_other_language_and_speaks_English_Not_well_or_not_at_all_Year_of_arrival_2005_2010,G11B,G11a,Year of arrival: 2005_2010|AGED 35-44 YEARS
