district,A_0_4_y_Indigenous_M_n,A_0_4_y_Indigenous_F_n,A_0_4_y_Indigenous_P_n,A_0_4_y_Non_Indigenous_M_n,A_0_4_y_Non_Indigenous_F_n,A_0_4_y_Non_Indigenous_P_n,A_0_4_y_Indig_stat_ns_M_n,A_0_4_y_Indig_stat_ns_F_n,A_0_4_y_Indig_stat_ns_P_n,A_0_4_y_Tot_M_n,A_0_4_y_Tot_F_n,A_0_4_y_Tot_P_n,A_5_9_y_Indigenous_M_n,A_5_9_y_Indigenous_F_n,A_5_9_y_Indigenous_P_n,A_5_9_y_Non_Indigenous_M_n,A_5_9_y_Non_Indigenous_F_n,A_5_9_y_Non_Indigenous_P_n,A_5_9_y_Indig_stat_ns_M_n,A_5_9_y_Indig_stat_ns_F_n,A_5_9_y_Indig_stat_ns_P_n,A_5_9_y_Tot_M_n,A_5_9_y_Tot_F_n,A_5_9_y_Tot_P_n,A_10_14_y_Indigenous_M_n,A_10_14_y_Indigenous_F_n,A_10_14_y_Indigenous_P_n,A_10_14_y_Non_Indig_M_n,A_10_14_y_Non_Indig_F_n,A_10_14_y_Non_Indig_P_n,A_10_14_y_Indig_stat_ns_M_n,A_10_14_y_Indig_stat_ns_F_n,A_10_14_y_Indig_stat_ns_P_n,A_10_14_y_Tot_M_n,A_10_14_y_Tot_F_n,A_10_14_y_Tot_P_n,A_15_19_y_Indigenous_M_n,A_15_19_y_Indigenous_F_n,A_15_19_y_Indigenous_P_n,A_15_19_y_Non_Indig_M_n,A_15_19_y_Non_Indig_F_n,A_15_19_y_Non_Indig_P_n,A_15_19_y_Indig_stat_ns_M_n,A_15_19_y_Indig_stat_ns_F_n,A_15_19_y_Indig_stat_ns_P_n,A_15_19_y_Tot_M_n,A_15_19_y_Tot_F_n,A_15_19_y_Tot_P_n,A_20_24_y_Indigenous_M_n,A_20_24_y_Indigenous_F_n,A_20_24_y_Indigenous_P_n,A_20_24_y_Non_Indig_M_n,A_20_24_y_Non_Indig_F_n,A_20_24_y_Non_Indig_P_n,A_20_24_y_Indig_stat_ns_M_n,A_20_24_y_Indig_stat_ns_F_n,A_20_24_y_Indig_stat_ns_P_n,A_20_24_y_Tot_M_n,A_20_24_y_Tot_F_n,A_20_24_y_Tot_P_n,A_25_29_y_Indigenous_M_n,A_25_29_y_Indigenous_F_n,A_25_29_y_Indigenous_P_n,A_25_29_y_Non_Indig_M_n,A_25_29_y_Non_Indig_F_n,A_25_29_y_Non_Indig_P_n,A_25_29_y_Indig_stat_ns_M_n,A_25_29_y_Indig_stat_ns_F_n,A_25_29_y_Indig_stat_ns_P_n,A_25_29_y_Tot_M_n,A_25_29_y_Tot_F_n,A_25_29_y_Tot_P_n,A_30_34_y_Indigenous_M_n,A_30_34_y_Indigenous_F_n,A_30_34_y_Indigenous_P_n,A_30_34_y_Non_Indig_M_n,A_30_34_y_Non_Indig_F_n,A_30_34_y_Non_Indig_P_n,A_30_34_y_Indig_stat_ns_M_n,A_30_34_y_Indig_stat_ns_F_n,A_30_34_y_Indig_stat_ns_P_n,A_30_34_y_Tot_M_n,A_30_34_y_Tot_F_n,A_30_34_y_Tot_P_n,A_35_39_y_Indigenous_M_n,A_35_39_y_Indigenous_F_n,A_35_39_y_Indigenous_P_n,A_35_39_y_Non_Indig_M_n,A_35_39_y_Non_Indig_F_n,A_35_39_y_Non_Indig_P_n,A_35_39_y_Indig_stat_ns_M_n,A_35_39_y_Indig_stat_ns_F_n,A_35_39_y_Indig_stat_ns_P_n,A_35_39_y_Tot_M_n,A_35_39_y_Tot_F_n,A_35_39_y_Tot_P_n,A_40_44_y_Indigenous_M_n,A_40_44_y_Indigenous_F_n,A_40_44_y_Indigenous_P_n,A_40_44_y_Non_Indig_M_n,A_40_44_y_Non_Indig_F_n,A_40_44_y_Non_Indig_P_n,A_40_44_y_Indig_stat_ns_M_n,A_40_44_y_Indig_stat_ns_F_n,A_40_44_y_Indig_stat_ns_P_n,A_40_44_y_Tot_M_n,A_40_44_y_Tot_F_n,A_40_44_y_Tot_P_n,A_45_49_y_Indigenous_M_n,A_45_49_y_Indigenous_F_n,A_45_49_y_Indigenous_P_n,A_45_49_y_Non_Indig_M_n,A_45_49_y_Non_Indig_F_n,A_45_49_y_Non_Indig_P_n,A_45_49_y_Indig_stat_ns_M_n,A_45_49_y_Indig_stat_ns_F_n,A_45_49_y_Indig_stat_ns_P_n,A_45_49_y_Tot_M_n,A_45_49_y_Tot_F_n,A_45_49_y_Tot_P_n,A_50_54_y_Indigenous_M_n,A_50_54_y_Indigenous_F_n,A_50_54_y_Indigenous_P_n,A_50_54_y_Non_Indig_M_n,A_50_54_y_Non_Indig_F_n,A_50_54_y_Non_Indig_P_n,A_50_54_y_Indig_stat_ns_M_n,A_50_54_y_Indig_stat_ns_F_n,A_50_54_y_Indig_stat_ns_P_n,A_50_54_y_Tot_M_n,A_50_54_y_Tot_F_n,A_50_54_y_Tot_P_n,A_55_59_y_Indigenous_M_n,A_55_59_y_Indigenous_F_n,A_55_59_y_Indigenous_P_n,A_55_59_y_Non_Indig_M_n,A_55_59_y_Non_Indig_F_n,A_55_59_y_Non_Indig_P_n,A_55_59_y_Indig_stat_ns_M_n,A_55_59_y_Indig_stat_ns_F_n,A_55_59_y_Indig_stat_ns_P_n,A_55_59_y_Tot_M_n,A_55_59_y_Tot_F_n,A_55_59_y_Tot_P_n,A_60_64_y_Indigenous_M_n,A_60_64_y_Indigenous_F_n,A_60_64_y_Indigenous_P_n,A_60_64_y_Non_Indig_M_n,A_60_64_y_Non_Indig_F_n,A_60_64_y_Non_Indig_P_n,A_60_64_y_Indig_stat_ns_M_n,A_60_64_y_Indig_stat_ns_F_n,A_60_64_y_Indig_stat_ns_P_n,A_60_64_y_Tot_M_n,A_60_64_y_Tot_F_n,A_60_64_y_Tot_P_n,A_65_y_ov_Indigenous_M_n,A_65_y_ov_Indigenous_F_n,A_65_y_ov_Indigenous_P_n,A_65_y_ov_Non_Indig_M_n,A_65_y_ov_Non_Indig_F_n,A_65_y_ov_Non_Indig_P_n,A_65_y_ov_Indig_stat_ns_M_n,A_65_y_ov_Indig_stat_ns_F_n,A_65_y_ov_Indig_stat_ns_P_n,A_65_y_ov_Tot_M_n,A_65_y_ov_Tot_F_n,A_65_y_ov_Tot_P_n,Tot_Indigenous_M_n,Tot_Indigenous_F_n,Tot_Indigenous_P_n,Tot_Non_Indigenous_M_n,Tot_Non_Indigenous_F_n,Tot_Non_Indigenous_P_n,Tot_Indig_status_ns_M_n,Tot_Indig_status_ns_F_n,Tot_Indig_status_ns_P_n,Tot_Tot_M_n,Tot_Tot_F_n,Tot_Tot_P_n,Tot_Tot_P_total
Richmond,0.0,0.0,3.0,1270.0,1309.0,2617.0,52.0,50.0,87.0,1373.0,1361.0,2748.0,0.0,0.0,0.0,980.0,991.0,2025.0,49.0,34.0,92.0,1078.0,1051.0,2149.0,9.0,24.0,30.0,872.0,897.0,1820.0,39.0,34.0,105.0,933.0,977.0,1968.0,3.0,4.0,7.0,745.0,898.0,1656.0,26.0,26.0,89.0,819.0,941.0,1789.0,6.0,0.0,18.0,2054.0,2440.0,4474.0,93.0,79.0,237.0,2234.0,2612.0,4776.0,3.0,12.0,29.0,4855.0,5452.0,10289.0,250.0,213.0,523.0,5151.0,5763.0,10890.0,0.0,7.0,7.0,5117.0,4935.0,9979.0,197.0,135.0,374.0,5393.0,5143.0,10504.0,0.0,0.0,0.0,3468.0,3185.0,6675.0,140.0,135.0,329.0,3651.0,3356.0,7043.0,0.0,0.0,3.0,2433.0,2129.0,4576.0,116.0,70.0,205.0,2625.0,2223.0,4837.0,0.0,0.0,0.0,1888.0,1804.0,3696.0,66.0,67.0,185.0,2003.0,1868.0,3915.0,0.0,0.0,3.0,1797.0,1761.0,3454.0,80.0,56.0,155.0,1913.0,1836.0,3707.0,0.0,0.0,0.0,1587.0,1419.0,3080.0,71.0,44.0,155.0,1729.0,1487.0,3248.0,0.0,0.0,0.0,1272.0,1371.0,2679.0,38.0,40.0,134.0,1363.0,1469.0,2881.0,0.0,0.0,0.0,3022.0,3706.0,6741.0,162.0,149.0,392.0,3296.0,3934.0,7125.0,149.0,145.0,375.0,31333.0,32335.0,63685.0,1863.0,1631.0,3471.0,33346.0,34159.0,67515.0,67515.0
Ringwood,4.0,6.0,13.0,2381.0,2248.0,4590.0,33.0,22.0,74.0,2468.0,2320.0,4726.0,3.0,10.0,14.0,2546.0,2459.0,4870.0,36.0,26.0,65.0,2579.0,2507.0,5023.0,0.0,17.0,42.0,2246.0,2212.0,4503.0,23.0,11.0,59.0,2330.0,2287.0,4616.0,5.0,4.0,17.0,2273.0,1956.0,4198.0,18.0,11.0,65.0,2345.0,1997.0,4324.0,3.0,8.0,11.0,2251.0,2091.0,4375.0,33.0,30.0,79.0,2331.0,2170.0,4510.0,0.0,0.0,8.0,2465.0,2423.0,4933.0,44.0,54.0,120.0,2577.0,2518.0,5164.0,3.0,0.0,6.0,2855.0,2942.0,5773.0,50.0,23.0,120.0,2930.0,3052.0,5965.0,0.0,3.0,3.0,3082.0,3334.0,6459.0,54.0,43.0,131.0,3157.0,3468.0,6691.0,0.0,0.0,0.0,2842.0,2931.0,5770.0,35.0,28.0,125.0,2921.0,3009.0,5942.0,0.0,4.0,0.0,2748.0,2774.0,5499.0,52.0,21.0,103.0,2859.0,2835.0,5609.0,0.0,4.0,4.0,2362.0,2593.0,4986.0,11.0,24.0,77.0,2435.0,2697.0,5097.0,0.0,0.0,0.0,2162.0,2307.0,4415.0,27.0,6.0,70.0,2242.0,2364.0,4551.0,0.0,0.0,0.0,1912.0,2094.0,3963.0,28.0,13.0,53.0,1955.0,2160.0,4015.0,0.0,3.0,3.0,5794.0,7476.0,13328.0,162.0,203.0,442.0,6024.0,7807.0,13828.0,134.0,152.0,360.0,37671.0,39929.0,77593.0,1066.0,1116.0,2242.0,38985.0,41221.0,80223.0,80223.0
Ripon,41.0,49.0,97.0,1607.0,1543.0,3166.0,61.0,18.0,119.0,1769.0,1728.0,3500.0,24.0,30.0,95.0,1927.0,1780.0,3637.0,69.0,67.0,182.0,2109.0,1921.0,4044.0,44.0,22.0,109.0,2002.0,1877.0,3911.0,62.0,115.0,228.0,2255.0,2085.0,4306.0,16.0,30.0,81.0,1741.0,1634.0,3458.0,74.0,54.0,189.0,1904.0,1827.0,3821.0,16.0,12.0,62.0,1501.0,1339.0,2844.0,66.0,27.0,138.0,1607.0,1446.0,3096.0,21.0,10.0,43.0,1510.0,1513.0,3020.0,55.0,42.0,138.0,1663.0,1641.0,3275.0,27.0,6.0,55.0,1714.0,1692.0,3428.0,46.0,14.0,119.0,1850.0,1820.0,3678.0,15.0,9.0,28.0,1719.0,1744.0,3433.0,55.0,68.0,211.0,1828.0,1875.0,3778.0,10.0,3.0,19.0,1760.0,1678.0,3490.0,39.0,53.0,181.0,1885.0,1778.0,3729.0,9.0,9.0,42.0,2034.0,1996.0,4006.0,94.0,77.0,221.0,2216.0,2147.0,4365.0,3.0,12.0,25.0,2188.0,2171.0,4438.0,123.0,90.0,258.0,2434.0,2407.0,4837.0,10.0,8.0,35.0,2277.0,2330.0,4615.0,101.0,86.0,264.0,2477.0,2512.0,5000.0,0.0,3.0,15.0,2464.0,2393.0,4886.0,118.0,71.0,264.0,2660.0,2529.0,5222.0,8.0,9.0,56.0,7733.0,7595.0,15316.0,486.0,528.0,1035.0,8298.0,8185.0,16445.0,635.0,613.0,1274.0,32276.0,31366.0,63621.0,2145.0,2009.0,4213.0,35048.0,34048.0,69056.0,69056.0
Rowville,0.0,8.0,16.0,1664.0,1569.0,3211.0,4.0,12.0,32.0,1678.0,1589.0,3342.0,7.0,4.0,25.0,2040.0,1968.0,4003.0,6.0,18.0,43.0,2064.0,2016.0,4083.0,12.0,4.0,10.0,2274.0,1985.0,4291.0,19.0,17.0,69.0,2329.0,2009.0,4405.0,5.0,6.0,21.0,2347.0,2236.0,4582.0,10.0,9.0,30.0,2387.0,2277.0,4714.0,3.0,0.0,12.0,2536.0,2154.0,4712.0,13.0,23.0,56.0,2594.0,2190.0,4871.0,0.0,0.0,0.0,2061.0,1897.0,3904.0,11.0,13.0,47.0,2083.0,1944.0,4014.0,0.0,0.0,0.0,1803.0,2013.0,3830.0,32.0,21.0,60.0,1899.0,2067.0,3967.0,0.0,0.0,0.0,2166.0,2332.0,4425.0,9.0,3.0,46.0,2241.0,2381.0,4548.0,0.0,0.0,4.0,2165.0,2331.0,4594.0,19.0,12.0,59.0,2240.0,2356.0,4674.0,0.0,0.0,0.0,2265.0,2551.0,4841.0,6.0,9.0,53.0,2315.0,2577.0,4946.0,0.0,0.0,0.0,2360.0,2731.0,5064.0,0.0,0.0,46.0,2411.0,2773.0,5187.0,0.0,0.0,0.0,2477.0,2748.0,5238.0,9.0,15.0,76.0,2552.0,2793.0,5378.0,0.0,0.0,0.0,2340.0,2483.0,4837.0,0.0,4.0,25.0,2374.0,2517.0,4875.0,0.0,0.0,0.0,5466.0,6435.0,11908.0,130.0,153.0,344.0,5647.0,6646.0,12304.0,109.0,140.0,300.0,34092.0,35307.0,69414.0,737.0,715.0,1483.0,34938.0,36291.0,71136.0,71136.0
Sandringham,5.0,6.0,22.0,1397.0,1394.0,2793.0,9.0,5.0,19.0,1439.0,1448.0,2873.0,0.0,0.0,0.0,1744.0,1710.0,3463.0,46.0,27.0,107.0,1783.0,1802.0,3587.0,3.0,0.0,10.0,1981.0,1969.0,4024.0,38.0,45.0,104.0,2041.0,2069.0,4168.0,0.0,0.0,5.0,1944.0,1907.0,3914.0,21.0,15.0,54.0,1997.0,1947.0,3971.0,5.0,0.0,8.0,1621.0,1494.0,3100.0,3.0,4.0,15.0,1650.0,1531.0,3170.0,0.0,6.0,6.0,1279.0,1364.0,2558.0,18.0,15.0,56.0,1326.0,1407.0,2685.0,0.0,0.0,0.0,1440.0,1699.0,3113.0,21.0,4.0,85.0,1499.0,1755.0,3213.0,0.0,0.0,4.0,1654.0,1914.0,3599.0,11.0,16.0,63.0,1726.0,1967.0,3698.0,0.0,0.0,0.0,1819.0,2216.0,4037.0,30.0,40.0,104.0,1898.0,2282.0,4218.0,4.0,0.0,4.0,2208.0,2499.0,4703.0,20.0,46.0,105.0,2280.0,2607.0,4895.0,0.0,0.0,0.0,2458.0,2564.0,4998.0,28.0,26.0,85.0,2493.0,2659.0,5118.0,0.0,0.0,4.0,2074.0,2268.0,4306.0,11.0,23.0,87.0,2124.0,2337.0,4454.0,0.0,0.0,0.0,1887.0,2028.0,3920.0,17.0,15.0,53.0,1955.0,2073.0,4046.0,0.0,6.0,6.0,5453.0,6892.0,12363.0,179.0,269.0,471.0,5687.0,7149.0,12886.0,69.0,66.0,161.0,29007.0,32031.0,60966.0,908.0,956.0,1860.0,30018.0,33063.0,63048.0,63048.0
Shepparton,130.0,111.0,353.0,1983.0,1765.0,3781.0,103.0,91.0,240.0,2325.0,2111.0,4425.0,116.0,133.0,274.0,2144.0,2013.0,4173.0,150.0,172.0,322.0,2481.0,2367.0,4880.0,129.0,135.0,308.0,2290.0,2035.0,4293.0,151.0,102.0,323.0,2640.0,2423.0,5001.0,95.0,105.0,264.0,2043.0,1854.0,3921.0,114.0,97.0,274.0,2424.0,2123.0,4512.0,78.0,57.0,156.0,1859.0,1762.0,3646.0,67.0,87.0,219.0,2119.0,2003.0,4134.0,44.0,91.0,178.0,2044.0,2144.0,4209.0,123.0,110.0,319.0,2318.0,2458.0,4805.0,21.0,38.0,113.0,2069.0,2227.0,4230.0,139.0,146.0,348.0,2302.0,2543.0,4724.0,20.0,35.0,85.0,1952.0,2128.0,4109.0,120.0,120.0,319.0,2180.0,2372.0,4489.0,3.0,50.0,91.0,1839.0,1946.0,3794.0,108.0,98.0,246.0,2023.0,2131.0,4239.0,32.0,41.0,107.0,1988.0,2020.0,3951.0,120.0,92.0,270.0,2301.0,2214.0,4420.0,12.0,44.0,73.0,2153.0,2183.0,4246.0,123.0,94.0,259.0,2370.0,2329.0,4748.0,8.0,22.0,57.0,2078.0,2239.0,4279.0,123.0,68.0,237.0,2289.0,2441.0,4662.0,12.0,14.0,45.0,2095.0,2133.0,4247.0,79.0,99.0,265.0,2276.0,2348.0,4664.0,59.0,69.0,181.0,6449.0,7219.0,13613.0,431.0,430.0,935.0,6980.0,7791.0,14801.0,1387.0,1440.0,2832.0,32926.0,33676.0,66617.0,2606.0,2413.0,5130.0,36904.0,37657.0,74490.0,74490.0
South Barwon,9.0,14.0,47.0,2393.0,2241.0,4695.0,23.0,28.0,69.0,2488.0,2327.0,4899.0,21.0,29.0,74.0,2419.0,2320.0,4739.0,44.0,40.0,112.0,2518.0,2436.0,4981.0,17.0,24.0,65.0,2153.0,1974.0,4113.0,19.0,28.0,73.0,2237.0,2070.0,4344.0,12.0,12.0,40.0,2082.0,2041.0,4138.0,37.0,38.0,93.0,2222.0,2152.0,4394.0,4.0,11.0,42.0,2730.0,2676.0,5396.0,121.0,90.0,220.0,2913.0,2839.0,5753.0,21.0,0.0,36.0,2895.0,2675.0,5656.0,103.0,42.0,192.0,3089.0,2801.0,5925.0,3.0,3.0,10.0,2614.0,2932.0,5476.0,72.0,23.0,117.0,2724.0,3017.0,5684.0,0.0,0.0,15.0,2559.0,2643.0,5209.0,17.0,25.0,129.0,2625.0,2793.0,5399.0,0.0,11.0,21.0,2109.0,2351.0,4443.0,15.0,13.0,71.0,2200.0,2434.0,4591.0,3.0,3.0,13.0,1977.0,2144.0,4165.0,31.0,24.0,103.0,2049.0,2281.0,4334.0,3.0,0.0,3.0,1783.0,1933.0,3755.0,16.0,26.0,81.0,1791.0,2002.0,3875.0,3.0,0.0,0.0,1616.0,1876.0,3541.0,3.0,27.0,55.0,1686.0,1917.0,3666.0,0.0,0.0,0.0,1536.0,1806.0,3377.0,24.0,17.0,70.0,1609.0,1854.0,3453.0,0.0,0.0,8.0,4982.0,6224.0,11250.0,145.0,190.0,342.0,5201.0,6432.0,11670.0,315.0,359.0,686.0,33881.0,35946.0,69893.0,1106.0,1100.0,2228.0,35334.0,37362.0,72790.0,72790.0
South-West Coast,48.0,29.0,104.0,1616.0,1520.0,3210.0,77.0,60.0,150.0,1830.0,1679.0,3541.0,79.0,54.0,165.0,1820.0,1800.0,3615.0,87.0,76.0,181.0,2079.0,1938.0,4063.0,61.0,40.0,128.0,2098.0,1958.0,4033.0,85.0,105.0,239.0,2331.0,2177.0,4541.0,50.0,33.0,96.0,1893.0,1802.0,3712.0,65.0,56.0,183.0,2082.0,1991.0,4124.0,13.0,13.0,74.0,1517.0,1494.0,3123.0,50.0,27.0,109.0,1710.0,1615.0,3333.0,24.0,17.0,81.0,1764.0,1815.0,3581.0,75.0,42.0,169.0,1902.0,1954.0,3950.0,29.0,18.0,60.0,1771.0,1896.0,3633.0,43.0,50.0,147.0,1897.0,2066.0,3937.0,16.0,14.0,26.0,1707.0,1915.0,3611.0,51.0,78.0,179.0,1841.0,2076.0,3994.0,15.0,6.0,39.0,1778.0,1998.0,3711.0,82.0,52.0,197.0,1922.0,2087.0,4034.0,0.0,6.0,29.0,1941.0,2072.0,4033.0,70.0,53.0,197.0,2079.0,2247.0,4370.0,4.0,6.0,44.0,2036.0,2291.0,4373.0,70.0,44.0,167.0,2231.0,2422.0,4655.0,12.0,20.0,62.0,2209.0,2361.0,4578.0,63.0,55.0,199.0,2335.0,2524.0,4891.0,8.0,6.0,24.0,2200.0,2525.0,4751.0,42.0,62.0,182.0,2361.0,2605.0,5051.0,8.0,16.0,42.0,6889.0,7665.0,14547.0,340.0,413.0,817.0,7319.0,8195.0,15471.0,727.0,686.0,1488.0,31380.0,33164.0,64473.0,1988.0,1827.0,3848.0,34133.0,35726.0,69928.0,69928.0
St Albans,7.0,3.0,10.0,1997.0,1872.0,3755.0,113.0,103.0,273.0,2172.0,2003.0,4044.0,7.0,9.0,16.0,2019.0,1934.0,3933.0,109.0,93.0,229.0,2208.0,2068.0,4292.0,0.0,6.0,12.0,1896.0,1784.0,3731.0,85.0,81.0,219.0,2046.0,1912.0,4022.0,0.0,0.0,3.0,2003.0,1934.0,3924.0,104.0,71.0,235.0,2184.0,2052.0,4189.0,0.0,0.0,6.0,2555.0,2412.0,5062.0,135.0,107.0,274.0,2785.0,2570.0,5369.0,0.0,5.0,7.0,3167.0,2754.0,5849.0,235.0,176.0,426.0,3416.0,2978.0,6354.0,0.0,0.0,8.0,2605.0,2628.0,5253.0,162.0,133.0,401.0,2830.0,2816.0,5708.0,0.0,0.0,0.0,2404.0,2372.0,4766.0,142.0,111.0,346.0,2610.0,2571.0,5162.0,0.0,4.0,4.0,2009.0,2184.0,4201.0,112.0,109.0,259.0,2205.0,2326.0,4535.0,0.0,0.0,0.0,2038.0,2186.0,4239.0,79.0,58.0,185.0,2152.0,2309.0,4512.0,4.0,6.0,10.0,2062.0,2264.0,4349.0,82.0,52.0,184.0,2224.0,2374.0,4575.0,0.0,0.0,0.0,2059.0,2078.0,4160.0,90.0,54.0,194.0,2208.0,2176.0,4445.0,0.0,0.0,0.0,2063.0,2062.0,4103.0,57.0,39.0,152.0,2184.0,2215.0,4286.0,3.0,0.0,3.0,5472.0,6226.0,11728.0,398.0,426.0,891.0,5905.0,6771.0,12642.0,85.0,109.0,279.0,34387.0,34675.0,69117.0,2546.0,2309.0,4811.0,37083.0,37157.0,74213.0,74213.0
Sunbury,20.0,20.0,54.0,1919.0,1837.0,3735.0,21.0,25.0,92.0,2018.0,1916.0,3900.0,13.0,33.0,51.0,1898.0,1808.0,3703.0,37.0,29.0,99.0,1995.0,1885.0,3923.0,22.0,7.0,37.0,1770.0,1712.0,3455.0,46.0,58.0,160.0,1898.0,1830.0,3696.0,11.0,0.0,28.0,1779.0,1545.0,3324.0,56.0,25.0,132.0,1879.0,1636.0,3526.0,13.0,4.0,33.0,1786.0,1675.0,3454.0,47.0,31.0,111.0,1927.0,1727.0,3650.0,7.0,8.0,27.0,2151.0,2084.0,4252.0,58.0,46.0,161.0,2308.0,2219.0,4581.0,9.0,14.0,28.0,2327.0,2426.0,4736.0,62.0,55.0,164.0,2427.0,2540.0,4998.0,4.0,4.0,26.0,2156.0,2251.0,4392.0,53.0,43.0,169.0,2282.0,2372.0,4664.0,6.0,4.0,10.0,1880.0,1994.0,3838.0,40.0,55.0,119.0,1981.0,2068.0,4084.0,0.0,0.0,3.0,1873.0,1938.0,3815.0,29.0,30.0,104.0,1923.0,2021.0,4030.0,0.0,3.0,3.0,1853.0,2050.0,3942.0,54.0,35.0,146.0,1955.0,2155.0,4145.0,8.0,0.0,12.0,1788.0,1995.0,3797.0,35.0,23.0,92.0,1911.0,2092.0,3978.0,0.0,0.0,6.0,1696.0,1827.0,3562.0,29.0,35.0,90.0,1763.0,1929.0,3692.0,0.0,0.0,8.0,4614.0,5383.0,10008.0,161.0,176.0,363.0,4848.0,5665.0,10453.0,352.0,295.0,663.0,29526.0,30530.0,60008.0,1264.0,1247.0,2519.0,31165.0,32093.0,63255.0,63255.0
Sydenham,3.0,16.0,17.0,2242.0,2150.0,4376.0,32.0,36.0,102.0,2370.0,2269.0,4577.0,7.0,0.0,22.0,2560.0,2483.0,5043.0,59.0,66.0,156.0,2680.0,2579.0,5290.0,5.0,7.0,22.0,2835.0,2771.0,5602.0,49.0,34.0,140.0,2973.0,2879.0,5798.0,3.0,0.0,6.0,2831.0,2754.0,5630.0,51.0,39.0,129.0,2912.0,2804.0,5800.0,0.0,10.0,15.0,2742.0,2484.0,5275.0,48.0,30.0,93.0,2815.0,2550.0,5422.0,0.0,5.0,5.0,2470.0,2343.0,4775.0,48.0,50.0,141.0,2554.0,2430.0,4979.0,5.0,0.0,5.0,2500.0,2611.0,5174.0,42.0,50.0,138.0,2647.0,2717.0,5420.0,0.0,0.0,0.0,2593.0,2809.0,5449.0,43.0,47.0,135.0,2739.0,2898.0,5640.0,0.0,0.0,0.0,2630.0,2932.0,5575.0,38.0,39.0,120.0,2714.0,3095.0,5748.0,0.0,0.0,0.0,2790.0,3062.0,5890.0,39.0,27.0,109.0,2893.0,3111.0,6016.0,0.0,0.0,0.0,2552.0,2786.0,5338.0,30.0,18.0,126.0,2621.0,2872.0,5477.0,0.0,0.0,0.0,2281.0,2414.0,4709.0,20.0,27.0,99.0,2387.0,2489.0,4864.0,0.0,0.0,0.0,1870.0,2009.0,3887.0,23.0,22.0,76.0,1920.0,2060.0,3965.0,0.0,0.0,0.0,3790.0,4127.0,7962.0,50.0,89.0,201.0,3920.0,4257.0,8213.0,110.0,175.0,300.0,36964.0,37692.0,74673.0,1187.0,1148.0,2381.0,38358.0,39058.0,77382.0,77382.0
Tarneit,0.0,24.0,42.0,3890.0,3729.0,7702.0,167.0,140.0,385.0,4217.0,3951.0,8128.0,17.0,30.0,54.0,3998.0,3873.0,7892.0,178.0,147.0,396.0,4249.0,4109.0,8427.0,15.0,14.0,41.0,3266.0,3060.0,6289.0,169.0,132.0,320.0,3467.0,3241.0,6683.0,10.0,20.0,34.0,2619.0,2348.0,4906.0,107.0,71.0,253.0,2813.0,2482.0,5257.0,3.0,5.0,12.0,3212.0,2627.0,5796.0,140.0,76.0,303.0,3433.0,2812.0,6169.0,0.0,3.0,12.0,3475.0,3402.0,6895.0,202.0,176.0,407.0,3768.0,3659.0,7403.0,0.0,8.0,19.0,4008.0,4637.0,8565.0,188.0,180.0,448.0,4241.0,4933.0,9201.0,0.0,5.0,5.0,4839.0,4714.0,9598.0,191.0,217.0,447.0,5108.0,4972.0,10085.0,3.0,3.0,6.0,3630.0,3132.0,6682.0,113.0,91.0,296.0,3813.0,3308.0,7104.0,0.0,0.0,7.0,2452.0,2340.0,4827.0,68.0,40.0,202.0,2589.0,2449.0,5098.0,0.0,0.0,3.0,2130.0,2137.0,4202.0,33.0,21.0,111.0,2294.0,2181.0,4411.0,0.0,5.0,5.0,1800.0,2034.0,3849.0,28.0,38.0,102.0,1928.0,2112.0,4022.0,0.0,0.0,3.0,1626.0,1712.0,3372.0,40.0,11.0,97.0,1710.0,1785.0,3568.0,0.0,3.0,8.0,3503.0,3799.0,7274.0,95.0,91.0,261.0,3617.0,4006.0,7570.0,239.0,297.0,534.0,44412.0,43480.0,87897.0,2480.0,2263.0,4754.0,47188.0,46016.0,93203.0,93203.0
